Nom recette,Nombre de commentaires,Ingrédient,Quantité,AG saturés (g),"Energie, Règlement UE N° 1169/2011 (kJ)","Energie, Règlement UE N° 1169/2011 (kcal)",Glucides (g),Lipides (g),Protéines (g),Sel chlorure de sodium (g),Sucres (g)
Lasagnes aux steaks végétariens,3.0,carotte,20.833333333333332,0.003958333333333333,16.416666666666664,3.9374999999999996,0.5416666666666666,0.020833333333333336,0.11458333333333334,0.010624999999999997,0.2708333333333333
Lasagnes aux steaks végétariens,3.0,farine,16.666666666666668,0.02166666666666667,251.66666666666669,59.33333333333334,12.650000000000002,0.13666666666666666,1.6566666666666665,0.016333333333333335,0.06833333333333333
Lasagnes aux steaks végétariens,3.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Lasagnes aux steaks végétariens,3.0,laurier,2.0,0.045599999999999995,29.6,7.06,0.972,0.1672,0.1522,0.00116,0.972
Lasagnes aux steaks végétariens,3.0,mozzarella,33.333333333333336,3.9,314.33333333333337,75.66666666666667,0.25,5.9,5.366666666666667,0.2,0.2333333333333333
Lasagnes aux steaks végétariens,3.0,muscade,2.0,0.518,42.0,10.14,0.57,0.726,0.1252,0.0008,0.059800000000000006
Lasagnes aux steaks végétariens,3.0,oignon,33.333333333333336,0.0,56.33333333333334,13.400000000000002,2.2433333333333336,0.0,0.52,0.0,1.666666666666667
Lasagnes aux steaks végétariens,3.0,pates a lasagne,66.66666666666667,3.4866666666666672,499.33333333333337,119.33333333333334,9.333333333333334,6.8,4.666666666666667,0.5666666666666668,1.5333333333333334
Lasagnes aux steaks végétariens,3.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes aux steaks végétariens,3.0,puree de tomate,100.0,0.085,199.0,47.1,7.54,0.4,1.4,0.51,3.64
Lasagnes aux steaks végétariens,3.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes aux steaks végétariens,3.0,steak,133.33333333333334,0.9733333333333334,1164.0000000000002,277.33333333333337,27.733333333333334,9.466666666666667,17.866666666666667,1.3333333333333335,5.293333333333334
Lasagnes aux steaks végétariens,3.0,vin rouge,33.333333333333336,0.0,113.66666666666669,27.366666666666664,0.8766666666666667,0.0,0.023333333333333338,0.0008333333333333334,0.20666666666666667
Lasagnes végétariennes,8.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055000000000000005,0.1215
Lasagnes végétariennes,8.0,cheddar,0.25,0.04875,4.125,0.9975,0.0,0.08449999999999999,0.059000000000000004,0.004025,0.0
Lasagnes végétariennes,8.0,farine,2.0,0.0026,30.2,7.12,1.518,0.016399999999999998,0.19879999999999998,0.00196,0.008199999999999999
Lasagnes végétariennes,8.0,lait,2.0,0.0212,3.98,0.946,0.0964,0.0318,0.0664,0.00184,0.0924
Lasagnes végétariennes,8.0,lasagne,2.0,0.10460000000000001,14.98,3.58,0.28,0.204,0.14,0.017,0.046
Lasagnes végétariennes,8.0,legume,2.0,0.0092,5.84,1.396,0.07200000000000001,0.06,0.128,0.0138,0.0518
Lasagnes végétariennes,8.0,moutarde,1.25,0.0095,7.9,1.9,0.054125,0.14,0.08650000000000001,0.07875,0.020749999999999998
Lasagnes végétariennes,8.0,mozzarella,2.0,0.23399999999999999,18.86,4.54,0.015,0.354,0.322,0.012,0.013999999999999999
Lasagnes végétariennes,8.0,oeuf,13.75,0.411125,79.0625,18.975,0.09762499999999999,1.302125,1.71875,0.0275,0.050875000000000004
Lasagnes végétariennes,8.0,parmesan rape,2.0,0.41200000000000003,33.8,8.12,0.0,0.62,0.61,0.031400000000000004,0.0
Lasagnes végétariennes,8.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes,8.0,tomates pelee,31.25,0.0140625,24.03125,5.71875,0.590625,0.0875,0.334375,0.0875,0.5875
Lasagnes végétariennes (facile),284.0,basilic frais,2.0,0.0026,2.9,0.696,0.051,0.009399999999999999,0.067,0.0005600000000000001,0.0074
Lasagnes végétariennes (facile),284.0,bechamel,125.0,5.7625,,,7.75,9.25,3.2,0.8625,3.875
Lasagnes végétariennes (facile),284.0,coulis de tomate,50.0,0.04,,,4.265,0.1,1.025,0.44,2.75
Lasagnes végétariennes (facile),284.0,courgette,200.0,0.2,129.8,31.0,2.8,0.72,1.86,0.196,2.78
Lasagnes végétariennes (facile),284.0,gruyere rape,100.0,19.8,1760.0,423.0,0.0,34.6,27.9,0.8,0.0
Lasagnes végétariennes (facile),284.0,herbes de Provence,2.0,0.037599999999999995,23.4,5.66,0.46,0.14400000000000002,0.23,0.0017599999999999998,0.37
Lasagnes végétariennes (facile),284.0,lasagne,2.0,0.10460000000000001,14.98,3.58,0.28,0.204,0.14,0.017,0.046
Lasagnes végétariennes (facile),284.0,oignon,100.0,0.0,169.0,40.2,6.73,0.0,1.56,0.0,5.0
Lasagnes végétariennes (facile),284.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes (facile),284.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes (facile),284.0,tomate,187.5,0.0,158.0625,37.68750000000001,5.68125,0.0,0.9375,0.0,4.875
Lasagnes végétariennes au chèvre,12.0,basilic frais,2.5,0.0032500000000000003,3.625,0.87,0.06375,0.011749999999999998,0.08375,0.0007000000000000001,0.009250000000000001
Lasagnes végétariennes au chèvre,12.0,champignon de Pari,37.5,0.0675,60.375,14.4,1.69875,0.225,1.6650000000000003,0.0105,0.0
Lasagnes végétariennes au chèvre,12.0,coulis de tomate,50.0,0.04,,,4.265,0.1,1.025,0.44,2.75
Lasagnes végétariennes au chèvre,12.0,courgette,100.0,0.1,64.9,15.5,1.4,0.36,0.93,0.098,1.39
Lasagnes végétariennes au chèvre,12.0,fromage de chevre,25.0,6.15,457.5,110.0,0.0,8.9,7.475,0.265,
Lasagnes végétariennes au chèvre,12.0,herbes de Provence,2.5,0.04699999999999999,29.25,7.075,0.575,0.18,0.2875,0.0021999999999999997,0.4625
Lasagnes végétariennes au chèvre,12.0,lasagne,1.5,0.07845,11.235,2.685,0.21,0.153,0.105,0.01275,0.034499999999999996
Lasagnes végétariennes au chèvre,12.0,mozzarella,12.5,1.4625,117.875,28.375,0.09375,2.2125,2.0125,0.075,0.0875
Lasagnes végétariennes au chèvre,12.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Lasagnes végétariennes au chèvre,12.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes au chèvre,12.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes au chèvre,12.0,tomate,31.25,0.0,26.34375,6.28125,0.946875,0.0,0.15625,0.0,0.8125
Lasagnes végétariennes aux 2 couleurs,3.0,ail,7.5,0.015,109.5,25.8,4.71,0.05775,1.2525,0.00825,0.18225000000000002
Lasagnes végétariennes aux 2 couleurs,3.0,carotte,125.0,0.02375,98.5,23.625,3.25,0.125,0.6875,0.06375,1.625
Lasagnes végétariennes aux 2 couleurs,3.0,creme fleurette,2.0,0.0576,6.36,1.524,0.1056,0.086,0.0638,0.0022,0.0888
Lasagnes végétariennes aux 2 couleurs,3.0,cumin en poudre,2.0,0.0308,35.6,8.54,0.674,0.446,0.35600000000000004,0.0084,0.045
Lasagnes végétariennes aux 2 couleurs,3.0,gruyere,2.0,0.396,35.2,8.46,0.0,0.6920000000000001,0.5579999999999999,0.016,0.0
Lasagnes végétariennes aux 2 couleurs,3.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Lasagnes végétariennes aux 2 couleurs,3.0,lasagne,2.0,0.10460000000000001,14.98,3.58,0.28,0.204,0.14,0.017,0.046
Lasagnes végétariennes aux 2 couleurs,3.0,poireau,90.0,0.0,102.6,24.66,2.0069999999999997,0.0,2.3040000000000003,0.0,1.62
Lasagnes végétariennes aux 2 couleurs,3.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes aux 2 couleurs,3.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes aux brocolis,9.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.0027500000000000003,0.06075
Lasagnes végétariennes aux brocolis,9.0,brique,250.0,40.0,3025.0,730.0,0.0,59.5,48.5,2.5,0.0
Lasagnes végétariennes aux brocolis,9.0,brocoli,150.0,0.3,,,1.65,1.17,3.15,0.14700000000000002,1.65
Lasagnes végétariennes aux brocolis,9.0,gruyere,2.0,0.396,35.2,8.46,0.0,0.6920000000000001,0.5579999999999999,0.016,0.0
Lasagnes végétariennes aux brocolis,9.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Lasagnes végétariennes aux brocolis,9.0,pulpe de tomate,31.25,0.0,34.375,8.15625,1.134375,0.0,0.375,0.02125,1.0
Lasagnes végétariennes aux épinards frais,12.0,Parmesan,2.0,0.41200000000000003,33.8,8.12,0.0,0.62,0.61,0.031400000000000004,0.0
Lasagnes végétariennes aux épinards frais,12.0,beurre,10.0,5.54,310.0,75.3,0.09,8.29,0.06899999999999999,0.0063,0.08299999999999999
Lasagnes végétariennes aux épinards frais,12.0,chevre,41.666666666666664,0.9,100.0,23.916666666666664,1.6708333333333332,1.3333333333333335,1.3125,0.03791666666666667,1.6708333333333332
Lasagnes végétariennes aux épinards frais,12.0,epinards frais,166.66666666666666,0.21666666666666667,195.0,46.83333333333333,0.0,1.1666666666666665,5.633333333333333,0.04999999999999999,0.0
Lasagnes végétariennes aux épinards frais,12.0,farine,3.3333333333333335,0.004333333333333333,50.33333333333334,11.866666666666667,2.5300000000000002,0.027333333333333334,0.3313333333333333,0.0032666666666666673,0.013666666666666667
Lasagnes végétariennes aux épinards frais,12.0,lait,100.0,1.06,199.0,47.3,4.82,1.59,3.32,0.092,4.62
Lasagnes végétariennes aux épinards frais,12.0,muscade,2.0,0.518,42.0,10.14,0.57,0.726,0.1252,0.0008,0.059800000000000006
Lasagnes végétariennes aux épinards frais,12.0,noix,32.0,2.064,,,2.2016,21.535999999999998,5.024,0.0,0.96
Lasagnes végétariennes aux épinards frais,12.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes aux épinards frais,12.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes champignons épinards mascarpone,4.0,Parmesan,8.333333333333334,1.7166666666666668,140.83333333333334,33.833333333333336,0.0,2.583333333333334,2.541666666666667,0.13083333333333333,0.0
Lasagnes végétariennes champignons épinards mascarpone,4.0,ail,3.3333333333333335,0.006666666666666667,48.66666666666667,11.466666666666667,2.0933333333333333,0.025666666666666667,0.5566666666666666,0.003666666666666667,0.08100000000000002
Lasagnes végétariennes champignons épinards mascarpone,4.0,champignon de Pari,83.33333333333333,0.15,134.16666666666666,31.999999999999996,3.775,0.49999999999999994,3.7,0.02333333333333333,0.0
Lasagnes végétariennes champignons épinards mascarpone,4.0,epinard,125.0,0.1625,146.25,35.125,0.0,0.875,4.225,0.0375,0.0
Lasagnes végétariennes champignons épinards mascarpone,4.0,mascarpone,83.33333333333333,21.416666666666664,,,3.333333333333333,32.5,3.575,0.0675,3.333333333333333
Lasagnes végétariennes champignons épinards mascarpone,4.0,muscade,2.0,0.518,42.0,10.14,0.57,0.726,0.1252,0.0008,0.059800000000000006
Lasagnes végétariennes champignons épinards mascarpone,4.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Lasagnes végétariennes champignons épinards mascarpone,4.0,sauce tomate,75.0,2.8725,,,6.0675,10.65,2.955,0.9825,3.45
Lasagnes végétariennes d'Hannah,1.0,ail,2.0,0.004,29.2,6.88,1.256,0.0154,0.33399999999999996,0.0022,0.048600000000000004
Lasagnes végétariennes d'Hannah,1.0,aubergine,133.33333333333334,0.045333333333333344,,,3.186666666666667,0.1866666666666667,1.4933333333333336,0.008400000000000001,3.186666666666667
Lasagnes végétariennes d'Hannah,1.0,bechamel,2.0,0.0922,,,0.124,0.14800000000000002,0.0512,0.0138,0.062
Lasagnes végétariennes d'Hannah,1.0,carotte,41.666666666666664,0.007916666666666666,32.83333333333333,7.874999999999999,1.0833333333333333,0.04166666666666667,0.22916666666666669,0.021249999999999995,0.5416666666666666
Lasagnes végétariennes d'Hannah,1.0,courgette,66.66666666666667,0.06666666666666668,43.26666666666667,10.333333333333336,0.9333333333333332,0.24,0.6200000000000001,0.06533333333333334,0.9266666666666667
Lasagnes végétariennes d'Hannah,1.0,echalote,13.333333333333334,0.016,37.6,8.920000000000002,1.6400000000000003,0.05333333333333334,0.26666666666666666,0.0,0.5066666666666666
Lasagnes végétariennes d'Hannah,1.0,emmental,2.0,0.39399999999999996,31.0,7.46,0.0,0.5760000000000001,0.546,0.012199999999999999,0.0
Lasagnes végétariennes d'Hannah,1.0,herbes de Provence,2.0,0.037599999999999995,23.4,5.66,0.46,0.14400000000000002,0.23,0.0017599999999999998,0.37
Lasagnes végétariennes d'Hannah,1.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Lasagnes végétariennes d'Hannah,1.0,lasagne,2.0,0.10460000000000001,14.98,3.58,0.28,0.204,0.14,0.017,0.046
Lasagnes végétariennes d'Hannah,1.0,laurier,2.0,0.045599999999999995,29.6,7.06,0.972,0.1672,0.1522,0.00116,0.972
Lasagnes végétariennes d'Hannah,1.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes d'Hannah,1.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes d'Hannah,1.0,thym,2.0,0.009399999999999999,8.92,2.14,0.21,0.0336,0.1112,0.00046,
Lasagnes végétariennes d'Hannah,1.0,tomate,125.0,0.0,105.375,25.125,3.7875,0.0,0.625,0.0,3.25
Lasagnes végétariennes façon moussaka,8.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055000000000000005,0.1215
Lasagnes végétariennes façon moussaka,8.0,aubergine,100.0,0.034,,,2.39,0.14,1.12,0.0063,2.39
Lasagnes végétariennes façon moussaka,8.0,basilic,11.25,0.014625,16.3125,3.9149999999999996,0.286875,0.052875,0.376875,0.00315,0.041624999999999995
Lasagnes végétariennes façon moussaka,8.0,beurre,10.0,5.54,310.0,75.3,0.09,8.29,0.06899999999999999,0.0063,0.08299999999999999
Lasagnes végétariennes façon moussaka,8.0,capre,2.5,0.005750000000000001,,,0.0875,0.0215,0.0545,0.10149999999999998,0.010249999999999999
Lasagnes végétariennes façon moussaka,8.0,courgette,100.0,0.1,64.9,15.5,1.4,0.36,0.93,0.098,1.39
Lasagnes végétariennes façon moussaka,8.0,echalote,20.0,0.024,56.4,13.38,2.46,0.08,0.4,0.0,0.76
Lasagnes végétariennes façon moussaka,8.0,emmental,50.0,9.85,775.0,186.5,0.0,14.4,13.65,0.305,0.0
Lasagnes végétariennes façon moussaka,8.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Lasagnes végétariennes façon moussaka,8.0,lait,125.0,1.325,248.75,59.125,6.025,1.9875,4.15,0.115,5.775
Lasagnes végétariennes façon moussaka,8.0,muscade,3.75,0.97125,78.75,19.0125,1.06875,1.36125,0.23475,0.0015,0.112125
Lasagnes végétariennes façon moussaka,8.0,olives verte,37.5,0.87375,238.875,58.125,0.0,5.8875,0.49125,1.18125,0.0
Lasagnes végétariennes façon moussaka,8.0,pates a lasagne,62.5,3.26875,468.125,111.875,8.75,6.375,4.375,0.53125,1.4375
Lasagnes végétariennes façon moussaka,8.0,piment d'Espelette,2.5,0.000775,,,0.1925,0.008,0.04675000000000001,0.0005,0.1325
Lasagnes végétariennes façon moussaka,8.0,poivron rouge,75.0,0.0,113.25,26.775,4.8975,0.0,0.705,0.0,4.575
Lasagnes végétariennes façon moussaka,8.0,poivron vert,75.0,0.075,90.0,21.45,2.6475,0.225,0.9375,0.0,2.325
Lasagnes végétariennes façon moussaka,8.0,tomates pelee,125.0,0.05625,96.125,22.875,2.3625,0.35,1.3375,0.35,2.35
Lasagnes végétariennes sans béchamel,12.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.0027500000000000003,0.06075
Lasagnes végétariennes sans béchamel,12.0,basilic,1.875,0.0024375000000000004,2.71875,0.6525,0.0478125,0.0088125,0.0628125,0.000525,0.0069375
Lasagnes végétariennes sans béchamel,12.0,beurre,2.0,1.1079999999999999,62.0,15.06,0.018000000000000002,1.6580000000000001,0.0138,0.00126,0.0166
Lasagnes végétariennes sans béchamel,12.0,carotte,46.875,0.00890625,36.9375,8.859374999999998,1.21875,0.046875,0.25781250000000006,0.02390625,0.609375
Lasagnes végétariennes sans béchamel,12.0,celeri-rave,31.25,,,,1.4375,0.26875,0.40625,0.046875,0.875
Lasagnes végétariennes sans béchamel,12.0,cubes de bouillon,12.5,0.135,104.0,24.625,3.8625,0.3875,1.35,6.025,0.275
Lasagnes végétariennes sans béchamel,12.0,eau,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-05,0.0
Lasagnes végétariennes sans béchamel,12.0,fromage blanc,93.75,2.634375,345.0,82.21875,5.325,4.0406249999999995,6.515625,0.103125,4.6875
Lasagnes végétariennes sans béchamel,12.0,fromage rape,50.0,8.8,660.0,160.0,0.0,13.25,10.1,0.83,0.0105
Lasagnes végétariennes sans béchamel,12.0,lait,18.75,0.19875,37.3125,8.86875,0.90375,0.298125,0.6225,0.017249999999999998,0.86625
Lasagnes végétariennes sans béchamel,12.0,lasagne,62.5,3.26875,468.125,111.875,8.75,6.375,4.375,0.53125,1.4375
Lasagnes végétariennes sans béchamel,12.0,margarine,5.625,1.6425,146.25,35.49375,0.013499999999999998,3.9375,0.0073125,0.04275,0.013499999999999998
Lasagnes végétariennes sans béchamel,12.0,oignon,62.5,0.0,105.625,25.125,4.20625,0.0,0.975,0.0,3.125
Lasagnes végétariennes sans béchamel,12.0,olive,2.0,0.047,13.34,3.24,0.00086,0.33,0.0278,0.060599999999999994,0.00021999999999999998
Lasagnes végétariennes sans béchamel,12.0,poivre blanc,0.625,0.0039375,8.125,1.9375,0.301875,0.013187499999999998,0.07125,8.125e-05,
Lasagnes végétariennes sans béchamel,12.0,puree de tomate,7.5,0.0063750000000000005,14.925,3.5325,0.5655,0.03,0.105,0.03825,0.273
Lasagnes végétariennes sans béchamel,12.0,sel,0.9375,,0.0,0.0,0.0,0.0,0.0,0.7546875,0.0
Lasagnes végétariennes sans béchamel,12.0,sucre,1.875,0.0,,,1.87125,0.0,0.0,0.00010125000000000001,1.87125
Lasagnes végétariennes sans béchamel,12.0,tomates pelee,93.75,0.0421875,72.09375000000001,17.15625,1.771875,0.2625,1.003125,0.2625,1.7625
Lasagnes végétariennes toutes vertes,6.0,courgette,133.33333333333334,0.13333333333333336,86.53333333333335,20.66666666666667,1.8666666666666665,0.48,1.2400000000000002,0.13066666666666668,1.8533333333333335
Lasagnes végétariennes toutes vertes,6.0,creme fraiche,66.66666666666667,0.3266666666666667,800.0,188.66666666666669,35.86666666666667,1.2466666666666668,7.4,0.2333333333333333,1.6933333333333334
Lasagnes végétariennes toutes vertes,6.0,epinard,66.66666666666667,0.08666666666666668,78.00000000000001,18.733333333333334,0.0,0.4666666666666666,2.2533333333333334,0.02,0.0
Lasagnes végétariennes toutes vertes,6.0,feta,66.66666666666667,11.200000000000003,786.6666666666667,190.0,0.43333333333333335,16.200000000000003,9.866666666666667,1.5133333333333334,0.0
Lasagnes végétariennes toutes vertes,6.0,gruyere,2.0,0.396,35.2,8.46,0.0,0.6920000000000001,0.5579999999999999,0.016,0.0
Lasagnes végétariennes toutes vertes,6.0,lasagne,2.0,0.10460000000000001,14.98,3.58,0.28,0.204,0.14,0.017,0.046
Lasagnes végétariennes toutes vertes,6.0,muscade,2.0,0.518,42.0,10.14,0.57,0.726,0.1252,0.0008,0.059800000000000006
Lasagnes végétariennes toutes vertes,6.0,persil,33.333333333333336,0.03333333333333334,60.0,14.333333333333336,1.1600000000000001,0.21,1.2366666666666668,0.19666666666666668,0.31666666666666665
Lasagnes végétariennes toutes vertes,6.0,piment,2.0,0.00062,,,0.154,0.0064,0.0374,0.0004,0.106
Lasagnes végétariennes toutes vertes,6.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes toutes vertes,6.0,poivron vert,100.0,0.1,120.0,28.6,3.53,0.3,1.25,0.0,3.1
Lasagnes végétariennes toutes vertes,6.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes à la feta,8.0,aubergine,66.66666666666667,0.022666666666666672,,,1.5933333333333335,0.09333333333333335,0.7466666666666668,0.004200000000000001,1.5933333333333335
Lasagnes végétariennes à la feta,8.0,courgette,66.66666666666667,0.06666666666666668,43.26666666666667,10.333333333333336,0.9333333333333332,0.24,0.6200000000000001,0.06533333333333334,0.9266666666666667
Lasagnes végétariennes à la feta,8.0,feta,33.333333333333336,5.600000000000001,393.33333333333337,95.0,0.21666666666666667,8.100000000000001,4.933333333333334,0.7566666666666667,0.0
Lasagnes végétariennes à la feta,8.0,huile d'olive,16.666666666666668,2.533333333333333,616.6666666666667,150.00000000000003,0.0,16.650000000000002,0.0,0.0,0.0
Lasagnes végétariennes à la feta,8.0,lasagne,41.666666666666664,2.1791666666666667,312.0833333333333,74.58333333333333,5.833333333333332,4.249999999999999,2.916666666666666,0.35416666666666663,0.9583333333333331
Lasagnes végétariennes à la feta,8.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Lasagnes végétariennes à la feta,8.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes à la feta,8.0,poivron rouge,50.0,0.0,75.5,17.85,3.265,0.0,0.47,0.0,3.05
Lasagnes végétariennes à la feta,8.0,poivron vert,50.0,0.05,60.0,14.3,1.765,0.15,0.625,0.0,1.55
Lasagnes végétariennes à la feta,8.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagnes végétariennes épinards feta,1.0,beurre,11.25,6.2325,348.75,84.7125,0.10125,9.326250000000002,0.077625,0.0070875,0.093375
Lasagnes végétariennes épinards feta,1.0,comte,15.0,3.375,259.5,62.7,0.0,5.19,4.005,0.12,0.0
Lasagnes végétariennes épinards feta,1.0,epinard,150.0,0.195,175.5,42.15,0.0,1.05,5.07,0.045,0.0
Lasagnes végétariennes épinards feta,1.0,farine,11.25,0.014625,169.875,40.05,8.53875,0.09225,1.11825,0.011025,0.046125
Lasagnes végétariennes épinards feta,1.0,feta,42.5,7.14,501.5,121.125,0.27625,10.3275,6.29,0.96475,0.0
Lasagnes végétariennes épinards feta,1.0,lait,187.5,1.9875,373.125,88.6875,9.0375,2.98125,6.225,0.1725,8.6625
Lasagnes végétariennes épinards feta,1.0,lasagne,50.0,2.615,374.5,89.5,7.0,5.1,3.5,0.425,1.15
Lasagnes végétariennes épinards feta,1.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagnes végétariennes épinards feta,1.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Moussaka végétarienne,44.0,ail,3.75,0.0075,54.75,12.9,2.355,0.028875,0.62625,0.004125,0.09112500000000001
Moussaka végétarienne,44.0,aubergine,100.0,0.034,,,2.39,0.14,1.12,0.0063,2.39
Moussaka végétarienne,44.0,beurre,2.0,1.1079999999999999,62.0,15.06,0.018000000000000002,1.6580000000000001,0.0138,0.00126,0.0166
Moussaka végétarienne,44.0,courgette,75.0,0.075,48.675,11.625,1.05,0.27,0.6975,0.07350000000000001,1.0424999999999998
Moussaka végétarienne,44.0,feta,100.0,16.8,1180.0,285.0,0.65,24.3,14.8,2.27,0.0
Moussaka végétarienne,44.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Moussaka végétarienne,44.0,mozzarella,2.0,0.23399999999999999,18.86,4.54,0.015,0.354,0.322,0.012,0.013999999999999999
Moussaka végétarienne,44.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Moussaka végétarienne,44.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Moussaka végétarienne,44.0,poivrons rouge,112.5,0.0,169.875,40.1625,7.34625,0.0,1.0575,0.0,6.8625
Moussaka végétarienne,44.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Moussaka végétarienne,44.0,tomate,31.25,0.0,26.34375,6.28125,0.946875,0.0,0.15625,0.0,0.8125
Moussaka végétarienne,44.0,yaourt,62.5,1.03125,182.5,43.375,4.66875,1.5625,2.23125,0.06875,4.525
Nems végétariens,4.0,ail,10.0,0.02,146.0,34.4,6.28,0.077,1.67,0.011000000000000001,0.243
Nems végétariens,4.0,carotte,125.0,0.02375,98.5,23.625,3.25,0.125,0.6875,0.06375,1.625
Nems végétariens,4.0,coulis de tomate,2.0,0.0016,,,0.17059999999999997,0.004,0.040999999999999995,0.0176,0.11
Nems végétariens,4.0,feuille de riz,2.0,0.017,12.54,3.0,0.37200000000000005,0.13,0.0526,0.0268,0.016
Nems végétariens,4.0,huile,2.0,0.27,74.0,18.0,0.0,1.9980000000000002,0.0042,0.000196,0.0
Nems végétariens,4.0,huile de sesame,2.0,0.298,74.0,18.0,0.0,2.0,0.0,0.0,0.0
Nems végétariens,4.0,oignon,33.333333333333336,0.0,56.33333333333334,13.400000000000002,2.2433333333333336,0.0,0.52,0.0,1.666666666666667
Nems végétariens,4.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Nems végétariens,4.0,proteine de soja,2.0,0.009399999999999999,12.6,3.0,0.1406,0.057999999999999996,0.408,0.0,0.073
Nems végétariens,4.0,sauce soja,2.0,0.00017,3.86,0.91,0.0728,0.002,0.1416,0.37200000000000005,0.0264
Nems végétariens,4.0,vermicelles de soja,2.0,0.0,29.2,6.88,1.694,0.0028000000000000004,0.0,0.00078,0.0276
Nems végétariens,4.0,vinaigre de riz,2.0,0.0,1.9480000000000002,0.452,0.0124,0.002,0.0008,0.00066,0.0008
Nems végétariens au tofu,1.0,carotte,62.5,0.011875,49.25,11.8125,1.625,0.0625,0.34375,0.031875,0.8125
Nems végétariens au tofu,1.0,celeri,1.25,,,,0.0575,0.01075,0.01625,0.001875,0.035
Nems végétariens au tofu,1.0,creme fraiche,11.25,0.055125,135.0,31.8375,6.0525,0.210375,1.24875,0.03937499999999999,0.28575
Nems végétariens au tofu,1.0,feuilles de riz,7.5,0.06375,47.025,11.25,1.395,0.4875,0.19724999999999998,0.1005,0.06
Nems végétariens au tofu,1.0,menthe,2.0,0.0044,4.8,1.1520000000000001,0.106,0.0168,0.0704,0.0015199999999999999,0.106
Nems végétariens au tofu,1.0,poireau,30.0,0.0,34.2,8.22,0.669,0.0,0.768,0.0,0.54
